code	name	city	state	country
FUG	Fuyang	Fuyang		CN
FYN	Fuyun	Fuyun		CN
FOC	Fuzhou	Fuzhou		CN
KOW	Ganzhou	Ganzhou		CN
GOQ	Golmud	Golmud		CN
GYS	Guang Yuan	Guang Yuan		CN
GHN	Guanghan	Guanghan		CN
LHK	Guanghua	Guanghua		CN
CAN	Baiyun	Guangzhou		CN
KWL	Guilin	Guilin		CN
KWE	Guiyang	Guiyang		CN
HAK	Haikou	Haikou		CN
HLD	Hailar	Hailar		CN
HMI	Hami	Hami		CN
HGH	Hangzhou	Hangzhou		CN
HZG	Hanzhong	Hanzhong		CN
HRB	Harbin	Harbin		CN
HFE	Hefei	Hefei		CN
HEK	Heihe	Heihe		CN
HNY	Hengyang	Hengyang		CN
HET	Hohhot	Hohhot		CN
HTN	Hotan	Hotan		CN
HHA	Changsha Huanghua	Huanghua		CN
ZMY	Harbour	Huangpu		CN
HYN	Huangyan	Huangyan		CN
HUZ	Huizhou	Huizhou		CN
JGS	Ji An/Jing Gang Shan	Ji An		CN
KNC	Ji'An	Ji'An		CN
JMU	Jiamusi	Jiamusi		CN
JGN	Jiayuguan	Jiayuguan		CN
JIL	Jilin	Jilin		CN
TNA	Jinan	Jinan		CN
JDZ	Jingdezhen	Jingdezhen		CN
JHG	Gasa	Jinghong		CN
JNG	Jining	Jining		CN
JJN	Jinjiang	Jinjiang		CN
JNZ	Jinzhou	Jinzhou		CN
JIU	Jiujiang	Jiujiang		CN
CHW	Jiuquan	Jiuquan		CN
JUZ	Juzhou	Juzhou		CN
KRY	Karamay	Karamay		CN
KHG	Kashi	Kashi		CN
KRL	Korla	Korla		CN
KMG	Kunming	Kunming		CN
KCA	Kuqa	Kuqa		CN
ZGC	Zhongchuan	Lanzhou		CN
LZD	Lanzhoudong	Lanzhou		CN
LHW	Lanzhou Arpt	Lanzhou		CN
LXA	Lhasa	Lhasa		CN
LIA	Liangping	Liangping		CN
LYG	Lianyungang	Lianyungang		CN
LJG	Lijiang	Lijiang City		CN
LNJ	Lincang	Lincang		CN
LLF	LingLing	LingLing		CN
LXI	Linxi	Linxi		CN
LYI	Linyi	Linyi		CN
LZH	Liuzhou	Liuzhou		CN
LCX	Liancheng	Longyan		CN
LYA	Luoyang	Luoyang		CN
LUZ	Lushan	Lushan		CN
LUM	Mangshi	Luxi		CN
LZO	Luzhou	Luzhou		CN
MXZ	Meixian	Meixian		CN
MIG	Mian Yang	Mian Yang		CN
MDG	Mudanjiang	Mudanjiang		CN
KHN	Nanchang	Nanchang		CN
NAO	Nanchong	Nanchong		CN
NKG	Nanking/Nanjing	Nanking/Nanjing		CN
NNG	Nanning	Nanning		CN
NTG	Nantong	Nantong		CN
NNY	Nanyang	Nanyang		CN
NGB	Ningbo	Ningbo		CN
PZI	Pan Zhi Hua Bao	Pan Zhi Hua		CN
PNJ	Peng Lai/Sha He Kou	Peng Lai		CN
IQM	Qiemo	Qiemo		CN
TAO	Qingdao	Qingdao		CN
IQN	Qingyang	Qingyang		CN
SHP	Qinhuangdao	Qinhuangdao		CN
NDG	Qiqihar	Qiqihar		CN
RUG	Rugao	Rugao		CN
SYX	Sanya	Sanya		CN
PVG	Pu Dong	Shanghai		CN
SHA	Hongqiao	Shanghai		CN
SHF	Shanhaiguan	Shanhaiguan		CN
SXJ	Shanshan	Shanshan		CN
SWA	Shantou	Shantou		CN
SZO	Shanzhou	Shanzhou		CN
HSC	Shaoguan	Shaoguan		CN
SHS	Shashi	Shashi		CN
SHE	Shenyang	Shenyang		CN
SZX	Shenzhen	Shenzhen		CN
SJW	Daguocun	Shijiazhuang		CN
SYM	Simao	Simao		CN
JZH	Jiu Zhai Huang Long	Song Pan		CN
FUD	Sui Fen He	Sui Fen He		CN
SZV	Suzhou	Suzhou		CN
TCG	Tacheng	Tacheng		CN
TYN	Taiyuan	Taiyuan		CN
TSN	Tianjin	Tianjin		CN
TNH	Tonghua Liuhe	Tonghua		CN
TGO	Tongliao	Tongliao		CN
TEN	Tongren	Tongren		CN
TXN	Tunxi	Tunxi		CN
HLH	Ulanhot	Ulanhot		CN
URC	Urumqi	Urumqi		CN
WXN	Wanxian	Wanxian		CN
WEF	Weifang	Weifang		CN
WEH	Weihai	Weihai		CN
WNZ	Wenzhou	Wenzhou		CN
WUA	Wu Hai	Wu Hai		CN
WUH	Wuhan	Wuhan		CN
WHU	Wuhu	Wuhu		CN
WUX	Wuxi	Wuxi		CN
WUS	Wuyishan	Wuyishan		CN
WUZ	Changzhoudao	Wuzhou		CN
XIY	Xianyang	Xi An		CN
SIA	Xiguan	Xi An		CN
XMN	Xiamen	Xiamen		CN
XFN	Xiangfan	Xiangfan		CN
XIC	Xichang	Xichang		CN
XIL	Xilinhot	Xilinhot		CN
XEN	Xingcheng	Xingcheng		CN
XIN	Xingning	Xingning		CN
XNT	Xingtai	Xingtai		CN
ACX	Xingyi	Xingyi		CN
XNN	Xining	Xining		CN
XUZ	Xuzhou	Xuzhou		CN
ENY	Yan'an	Yan'an		CN
YNZ	Yancheng	Yancheng		CN
YNJ	Yanji	Yanji		CN
YNT	Laishan	Yantai		CN
YBP	Yibin	Yibin		CN
YIH	Yichang	Yichang		CN
YLN	Yilan	Yilan		CN
INC	Yinchuan	Yinchuan		CN
YIN	Yining	Yining		CN
YIW	Yiwu	Yiwu		CN
YUA	Yuanmou	Yuanmou		CN
UYN	Yulin	Yulin		CN
ZHA	Zhanjiang	Zhanjiang		CN
ZAT	Zhaotong	Zhaotong		CN
CGO	Zhengzhou	Zhengzhou		CN
HSN	Zhoushan	Zhoushan		CN
ZUH	Zhuhai Airport	Zhuhai		CN
ZYI	Zunyi	Zunyi		CN
ACD	Acandi	Acandi		CO
ARF	Acaricuara	Acaricuara		CO
ACL	Aguaclara	Aguaclara		CO
AFI	Amalfi	Amalfi		CO
ADN	Andes	Andes		CO
APO	Apartado	Apartado		CO
API	Apiay	Apiay		CO
ACR	Araracuara	Araracuara		CO
AUC	Arauca	Arauca		CO
ARQ	Arauquita	Arauquita		CO
ARO	Arboletas	Arboletas		CO
ACM	Arica	Arica		CO
AXM	El Eden	Armenia		CO
AYC	Ayacucho	Ayacucho		CO
AYA	Ayapel	Ayapel		CO
BHF	Bahia Cupica	Bahia Cupica		CO
BSC	Bahia Solano	Bahia Solano		CO
BAC	Barranca De Upia	Barranca De Upia		CO
EJA	Variguies	Barrancabermeja		CO
NBB	Barrancominas	Barrancominas		CO
BAQ	E Cortissoz	Barranquilla		CO
BOG	Eldorado	Bogota		CO
BGA	Palo Negro	Bucaramanga		CO
BUN	Buenaventura	Buenaventura		CO
CLO	Alfonso B. Aragon	Cali		CO
CJD	Candilejas	Candilejas		CO
CPB	Capurgana	Capurgana		CO
CQT	Caquetania	Caquetania		CO
CCO	Carimagua	Carimagua		CO
CTG	Rafael Nunez	Cartagena		CO
CRC	Cartago	Cartago		CO
CUO	Caruru	Caruru		CO
CSR	Casuarito	Casuarito		CO
CAQ	Caucasia	Caucasia		CO
CPL	Chaparral	Chaparral		CO
IGO	Chigorodo	Chigorodo		CO
IVO	Chivolo	Chivolo		CO
CIM	Cimitarra	Cimitarra		CO
DZI	Codazzi	Codazzi		CO
COG	Mandinga	Condoto		CO
CZU	Corozal	Corozal		CO
CVE	Covenas	Covenas		CO
RAV	Cravo Norte	Cravo Norte		CO
CUC	Camilo Dazo	Cucuta		CO
CUI	Currillo	Currillo		CO
EBG	El Bagre	El Bagre		CO
ELB	San Bernado	El Banco		CO
ECR	El Charco	El Charco		CO
ECO	El Encanto	El Encanto		CO
ELJ	El Recreo	El Recreo		CO
EYP	El Yopal	El Yopal		CO
FLA	Capitolio	Florencia		CO
GRA	Gamarra	Gamarra		CO
GGL	Gilgal	Gilgal		CO
GIR	Girardot	Girardot		CO
GCA	Guacamaya	Guacamaya		CO
GAA	Guamal	Guamal		CO
GPI	Guapi	Guapi		CO
GMC	Guerima	Guerima		CO
HTZ	Hato Corozal	Hato Corozal		CO
HRR	Herrera	Herrera		CO
IBE	Ibague	Ibague		CO
IPI	San Luis	Ipiales		CO
ISD	Iscuande	Iscuande		CO
JUO	Jurado	Jurado		CO
LCR	La Chorrera	La Chorrera		CO
LPD	La Pedrera	La Pedrera		CO
LPE	La Primavera	La Primavera		CO
LAT	La Uribe	La Uribe		CO
LMC	Lamacarena	Lamacarena		CO
LGT	Las Gaviotas	Las Gaviotas		CO
LGZ	Leguizamo	Leguizamo		CO
LET	Gen. A.V. Cobo	Leticia		CO
LMX	Lopez De Micay	Lopez De Micay		CO
LRI	Lorica	Lorica		CO
NAD	Macanal	Macanal		CO
MGN	Baracoa	Magangue		CO
MCJ	Maicao	Maicao		CO
MZL	Santaguida	Manizales		CO
MQU	Mariquita	Mariquita		CO
EOH	Enrique Olaya	Medellin		CO
MDE	Jose Marie Cordova	Medellin		CO
MND	Medina	Medina		CO
MFS	Miraflores	Miraflores		CO
MIX	Miriti	Miriti		CO
MVP	Mitu	Mitu		CO
MMP	Mompos	Mompos		CO
MFB	Monfort	Monfort		CO
MTB	Monte Libano	Monte Libano		CO
MTR	S. Jeronimo	Monteria		CO
MOY	Monterrey	Monterrey		CO
MHF	Morichal	Morichal		CO
MQR	Mosquera	Mosquera		CO
ULS	Mulatos	Mulatos		CO
NAR	Nare	Nare		CO
NCI	Necocli	Necocli		CO
NVA	La Marguita	Neiva		CO
NUH	Nunchia	Nunchia		CO
NQU	Nuqui	Nuqui		CO
OCV	Aguasclaras	Ocana		CO
ORC	Orocue	Orocue		CO
OTU	Otu	Otu		CO
PAL	Palanquero	Palanquero		CO
EUO	Paratebueno	Paratebueno		CO
PSO	Cano	Pasto		CO
PYN	Payan	Payan		CO
PZA	Casanare	Paz De Ariporo		CO
PEI	Matecana	Pereira		CO
PTX	Pitalito	Pitalito		CO
PLA	Planadas	Planadas		CO
PLC	Planeta Rica	Planeta Rica		CO
PLT	Plato	Plato		CO
PPN	Machangara	Popayan		CO
PRE	Pore	Pore		CO
PVA	Providencia	Providencia		CO
PUU	Puerto Asis	Puerto Asis		CO
PBE	Puerto Berrio	Puerto Berrio		CO
PYA	Puerto Boyaca	Puerto Boyaca		CO
PCR	Puerto Carreno	Puerto Carreno		CO
PDA	Puerto Inirida	Puerto Inirida		CO
LQM	Puerto Leguizamo	Puerto Leguizamo		CO
PCC	Puerto Rico	Puerto Rico		CO
UIB	Quibdo	Quibdo		CO
RCH	Riohacha	Riohacha		CO
RON	Rondon	Rondon		CO
SNT	Sabana De Torres	Sabana De Torres		CO
ADZ	San Andres Island	San Andres Island		CO
SSD	San Felipe	San Felipe		CO
SJE	San Jose Del Gua	San Jose Del Gua		CO
SJR	San Juan D Ur	San Juan D Ur		CO
SJH	San Juan Del Cesar	San Juan Del Cesar		CO
SQE	San Luis De Pale	San Luis De Pale		CO
SRS	San Marcos	San Marcos		CO
SJG	San Pedro Jagua	San Pedro Jagua		CO
NPU	San Pedro Uraba	San Pedro Uraba		CO
SVI	San Vicente	San Vicente		CO
SQB	Santa Ana	Santa Ana		CO
SCA	Santa Catalina	Santa Catalina		CO
SMC	Santa Maria	Santa Maria		CO
SMR	Simon Bolivar	Santa Marta		CO
SSL	Santa Rosalia	Santa Rosalia		CO
SRO	Santana Ramos	Santana Ramos		CO
RVE	Saravena	Saravena		CO
SOX	Sogamoso	Sogamoso		CO
SQF	Solano	Solano		CO
SOH	Solita	Solita		CO
TTM	Tablon De Tamara	Tablon De Tamara		CO
TME	Tame	Tame		CO
TCD	Tarapaca	Tarapaca		CO
TAU	Tauramena	Tauramena		CO
TIB	Tibu	Tibu		CO
TBD	Timbiqui	Timbiqui		CO
TLU	Tolu	Tolu		CO
TQS	Tres Esquinas	Tres Esquinas		CO
TDA	Trinidad	Trinidad		CO
ULQ	Farfan	Tulua		CO
TCO	La Florida	Tumaco		CO
TRB	Gonzalo	Turbo		CO
UNC	Unguia	Unguia		CO
URI	Uribe	Uribe		CO
URR	Urrao	Urrao		CO
VUP	Valledupar	Valledupar		CO
VGZ	Villagarzon	Villagarzon		CO
VVC	La Vanguardia	Villavicencio		CO
AYG	Yaguara	Yaguara		CO
AYI	Yari	Yari		CO
VAB	Yavarate	Yavarate		CO
AZT	Zapatoca	Zapatoca		CO
BCL	Barra Colorado	Barra Colorado		CR
BAI	Buenos Aires	Buenos Aires		CR
CSC	Canas	Canas		CR
RIK	Carrillo	Carrillo		CR
OTR	Coto 47	Coto 47		CR
FMG	Flamingo	Flamingo		CR
FON	Fortuna	Fortuna		CR
GLF	Golfito	Golfito		CR
GPL	Guapiles	Guapiles		CR
LCS	Las Canas	Las Canas		CR
LIR	Liberia	Liberia		CR
LIO	Limon	Limon		CR
LSL	Los Chiles	Los Chiles		CR
NCT	Guanacaste	Nicoya		CR
NOB	Nosara Beach	Nosara Beach		CR
PMZ	Palmar Sur	Palmar		CR
PLD	Playa Samara	Playa Samara		CR
PJM	Puerto Jimenez	Puerto Jimenez		CR
PBP	Punta Islita	Punta Islita		CR
JAP	Punta Renes	Punta Renes		CR
XQP	Quepos	Quepos		CR
RFR	Rio Frio	Rio Frio		CR
SYQ	Tobias Bolanos Intl	San Jose		CR
SJO	Juan Santamaria Intl	San Jose		CR
TOO	San Vito	San Vito		CR
SZC	Guanacaste	Santa Cruz		CR
TNO	Tamarindo	Tamarindo		CR
TMU	Tambor	Tambor		CR
TTQ	Tortuquero	Tortuquero		CR
UPL	Upala	Upala		CR
BEG	Beograd	Belgrade		CS
BJY	Batajnica	Belgrade		CS
HNO	Hercegnovi	Hercegnovi		CS
IVG	Ivangrad	Ivangrad		CS
INI	Nis	Nis		CS
TGD	Golubovci	Podgorica		CS
PRN	Pristina	Pristina		CS
TIV	Tivat	Tivat		CS
UZC	Ponikve	Uzice		CS
ZBK	Zabljak	Zabljak		CS
BCA	Baracoa	Baracoa		CU
BYM	C.M. de Cespedes	Bayamo		CU
CMW	Ign Agramonte Intl	Camaguey		CU
CCC	Cayo Coco	Cayo Coco		CU
CYO	Cayo Largo Del Sur	Cayo Largo Del Sur		CU
AVI	Maximo Gomez	Ciego De Avila		CU
CFG	Cienfuegos	Cienfuegos		CU
NBW	Guantanamo NAS	Guantanamo		CU
GAO	Los Canos	Guantanamo		CU
UPB	Playa Baracoa	Havana		CU
HAV	Jose Marti Intl	Havana		CU
HOG	Frank Pais	Holguin		CU
LCL	La Coloma	La Coloma		CU
VTU	Las Tunas	Las Tunas		CU
MZO	Sierra Maestra	Manzanillo		CU
VRO	Kawama	Matanzas		CU
MJG	Mayajigua	Mayajigua		CU
MOA	Orestes Acosta	Moa		CU
ICR	Nicaro	Nicaro		CU
GER	Rafael Cabrera	Nueva Gerona		CU
PST	Preston	Preston		CU
UPA	Punta Alegre	Punta Alegre		CU
UMA	Punta De Maisi	Punta De Maisi		CU
SNJ	San Julian	San Julian		CU
USS	Sancti Spiritus	Sancti Spiritus		CU
SNU	Santa Clara	Santa Clara		CU
SCU	Antonio Maceo	Santiago		CU
SZJ	Siguanea	Siguanea		CU
TND	Trinidad	Trinidad		CU
VRA	Juan Gualberto Gomez	Varadero		CU
BVC	Rabil	Boa Vista		CV
BVR	Esperadinha	Brava		CV
MMO	Vila Do Maio	Maio		CV
MTI	Mosteiros	Mosteiros		CV
RAI	Francisco Mendes	Praia		CV
SID	Amilcar Cabral Intl	Sal		CV
NTO	Santo Antao	Santo Antao		CV
SFL	Sao Filipe	Sao Filipe		CV
SNE	Preguica	Sao Nicolau		CV
VXE	San Pedro	Sao Vicente		CV
XCH	Christmas Island	Christmas Island		CX
EPK	Episkopi	Episkopi		CY
ECN	Ercan	Ercan		CY
GEC	Gecitkale	Gecitkale		CY
LCA	Larnaca	Larnaca		CY
NIC	Nicosia	Nicosia		CY
PFO	Paphos	Paphos		CY
BRQ	Turany	Brno		CZ
KLV	Karlovy Vary	Karlovy Vary		CZ
MKA	Marianske Lazne	Marianske Lazne		CZ
OLO	Olomouc	Olomouc		CZ
OSR	Mosnov	Ostrava		CZ
PED	Pardubice	Pardubice		CZ
PRG	Ruzyne	Prague		CZ
PRV	Prerov	Prerov		CZ
UHE	Kunovice	Uherske Hradiste		CZ
ZBE	Dolni Benesov	Zabreh		CZ
GTW	Holesov	Zlin		CZ
AAH	Aachen/Merzbruck	Aachen		DE
AOC	Altenburg Nobitz	Altenburg		DE
BYU	Bindlacher-Berg	Bayreuth		DE
TXL	Tegel	Berlin		DE
THF	Tempelhof	Berlin		DE
BER	All airports	Berlin		DE
SXF	Schoenefeld	Berlin		DE
URD	Burg Feuerstein	Burg Feuerstein		DE
CSO	Cochstedt	Cochstedt		DE
CGN	Cologne/Bonn	Cologne		DE
CBU	Cottbus	Cottbus		DE
FCN	Cuxhaven/Nordholz	Cuxhaven		DE
DTM	Dortmund	Dortmund		DE
DRS	Dresden Arpt	Dresden		DE
MGL	Moenchen-Gl.	Dusseldorf		DE
DUS	Dusseldorf	Dusseldorf		DE
NRN	Niederrhein	Dusseldorf		DE
EIB	Eisenach	Eisenach		DE
HHN	Hahn	Frankfurt		DE
FRA	Frankfurt	Frankfurt		DE
FEL	Fuerstenfeldbruck	Fuerstenfeldbruck		DE
GKE	Geilenkirchen	Geilenkirchen		DE
GHF	Giebelstadt	Giebelstadt		DE
GUT	Guetersloh	Guetersloh		DE
GTI	Guettin	Guettin		DE
HAM	Fuhlsbuettel	Hamburg		DE
LBC	Luebeck	Hamburg		DE
HAJ	Hanover Arpt	Hanover		DE
HDB	Heidelberg	Heidelberg		DE
HGL	Helgoland	Helgoland		DE
HDF	Heringsdorf	Heringsdorf		DE
HOQ	Hof	Hof		DE
JUI	Juist	Juist		DE
FKB	Soellingen	Karlsruhe/Baden Baden		DE
KSF	Kassel-Calden	Kassel		DE
KEL	Holtenau	Kiel		DE
KZG	Kitzingen	Kitzingen		DE
KOQ	Koethen	Koethen		DE
LHA	Lahr	Lahr		DE
LGO	Langeoog	Langeoog		DE
LEJ	Leipzig/Halle	Leipzig/Halle		DE
XLW	Lemwerder	Lemwerder		DE
MHG	Mannheim Arpt	Mannheim		DE
FMO	Muenster	Muenster		DE
MUC	Franz Josef Strauss	Munich		DE
AGB	Augsburg Muehlhausen	Munich		DE
FNB	Neubrandenburg	Neubrandenburg		DE
EUM	Neumuenster	Neumuenster		DE
NOE	Norddeich	Norddeich		DE
NOD	Norden	Norden		DE
NRD	Norderney	Norderney		DE
NDZ	Cuxhaven	Nordholz-Spieka		DE
NUE	Metropolitan Area	Nuremberg		DE
OBF	Oberpfaffenhofen	Oberpfaffenhofen		DE
PAD	Paderborn	Paderborn		DE
PEF	Peenemuende	Peenemuende		DE
UPF	Pforheim	Pforheim		DE
RMS	Ramstein	Ramstein		DE
REB	Rechlin	Rechlin		DE
GMY	Rheindahlen	Rheindahlen		DE
IES	Riesa	Riesa		DE
RLG	Laage	Rostock-Laage		DE
SCN	Ensheim	Saarbruecken		DE
WBG	Schleswig-Jagel	Schleswig-Jagel		DE
SZW	Parchim Airport	Schwerin		DE
SEX	Sembach	Sembach		DE
SGE	Siegerland Airport	Siegen		DE
SPM	Spangdahlem	Spangdahlem		DE
PSH	St Peter	St Peter		DE
RBM	Wallmuhle	Straubing		DE
STR	Echterdingen	Stuttgart		DE
VAC	Varrelbusch	Varrelbusch		DE
AGE	Flugplatz	Wangerooge		DE
GWT	Westerland	Westerland		DE
UWE	Metropolitan Area	Wiesbaden		DE
WID	Wildenrath	Wildenrath		DE
WVN	Wilhelmshaven	Wilhelmshaven		DE
OHR	Wyk Auf Foehr	Wyk Auf Foehr		DE
AII	Alisabieh	Alisabieh		DJ
JIB	Ambouli	Djibouti		DJ
MHI	Musha	Musha		DJ
OBC	Obock	Obock		DJ
TDJ	Tadjoura	Tadjoura		DJ
AAL	Aalborg	Aalborg		DK
AAR	Tirstrup	Aarhus		DK
ZBU	Aarhus Limo	Aarhus Limo		DK
BLL	Billund	Billund		DK
RNN	Bornholm	Bornholm		DK
CPH	Copenhagen Airport	Copenhagen		DK
RKE	Roskilde Airport	Copenhagen		DK
EBJ	Esbjerg	Esbjerg		DK
KRP	Karup	Karup		DK
BYR	Laeso Airport	Laeso Island		DK
MRW	Maribo	Maribo		DK
ODE	Beldringe	Odense		DK
CNL	Sindal	Sindal		DK
SQW	Skive Airport	Skive		DK
SGD	Sonderborg	Sonderborg		DK
STA	Stauning	Stauning		DK
TED	Thisted	Thisted		DK
VEJ	Vejle	Vejle		DK
XJE	Rialway Service	Vojens		DK
SKS	Vojens	Vojens		DK
DOM	Melville Hall	Dominica		DM
DCF	Cane Field	Dominica		DM
BRX	Barahona	Barahona		DO
CBJ	Cabo Rojo	Cabo Rojo		DO
COZ	Constanza	Constanza		DO
EPS	El Portillo	El Portillo/Samana		DO
LRM	La Romana	La Romana		DO
POP	La Union	Puerto Plata		DO
PUJ	Punta Cana	Punta Cana		DO
SNX	Sabana De Mar	Sabana De Mar		DO
SJM	San Juan	San Juan		DO
STI	Santiago	Santiago		DO
SDQ	Las Americas	Santo Domingo		DO
HEX	Herrera	Santo Domingo		DO
AZR	Adrar	Adrar		DZ
ALG	Houari Boumediene	Algiers		DZ
AAE	Les Salines	Annaba		DZ
BLJ	Batna	Batna		DZ
CBH	Leger	Bechar		DZ
BJA	Bejaia	Bejaia		DZ
BSK	Biskra	Biskra		DZ
BMW	Bordj Badji Mokhtar	Bordj Badji Mokhtar		DZ
BUJ	Ain Eddis	Boussaada		DZ
CFK	Chlef	Chlef		DZ
CZL	Ain El Bey	Constantine		DZ
DJG	Inedbirenne	Djanet		DZ
ELG	El Golea	El Golea		DZ
ELU	Guemar	El Oued		DZ
GBB	Gara Djebilet	Gara Djebilet		DZ
GHA	Noumerate	Ghardaia		DZ
HME	Oued Irara Apt	Hassi Messaoud		DZ
HRM	Tilrempt	Hassi R'Mel		DZ
VVZ	Illizi	Illizi		DZ
IAM	In Amenas	In Amenas		DZ
INF	In Guezzam	In Guezzam		DZ
INZ	In Salah	In Salah		DZ
GJL	Jijel	Jijel		DZ
KDF	Kouba	Kouba		DZ
LOO	L'Mekrareg	Laghouat		DZ
MUW	Mascara	Mascara		DZ
MZW	Mechria	Mechria		DZ
MQV	Mostaganem	Mostaganem		DZ
ORN	Es Senia	Oran		DZ
TAF	Tafaraoui	Oran		DZ
OGX	Ain Beida	Ouargla		DZ
BFW	Sidi Belabbes	Sidi Belabbes		DZ
SKI	Skikda	Skikda		DZ
TMR	Aguemar	Tamanrasset		DZ
TEE	Tbessa	Tbessa		DZ
TID	Bouchekif	Tiaret		DZ
TMX	Timimoun	Timimoun		DZ
TIN	Tindouf	Tindouf		DZ
TLM	Zenata	Tlemcen		DZ
TGR	Touggourt	Touggourt		DZ
ATF	Chachoan	Ambato		EC
BHA	Bahia De Caraquez	Bahia De Caraquez		EC
OCC	Coca	Coca		EC
CUE	Cuenca	Cuenca		EC
ESM	Esmeraldas	Esmeraldas		EC
GPS	Baltra	Galapagos Is		EC
GYE	Simon Bolivar	Guayaquil		EC
JIP	Jipijapa	Jipijapa		EC
LGQ	Lago Agrio	Lago Agrio		EC
LTX	Cotapaxi Intl	Latacunga		EC
LOH	Loja	Loja		EC
MRR	Macara	Macara		EC
XMS	Macas	Macas		EC
MCH	Machala	Machala		EC
MEC	Manta	Manta		EC
MZD	Mendez	Mendez		EC
PTZ	Pastaza	Pastaza		EC
PVO	Portoviejo	Portoviejo		EC
PYO	Putumayo	Putumayo		EC
UIO	Mariscal Sucr	Quito		EC
SNC	Salinas	Salinas		EC
SCY	San Cristobal	San Cristobal		EC
SUQ	Sucua	Sucua		EC
TSC	Taisha	Taisha		EC
TPC	Tarapoa	Tarapoa		EC
TPN	Tiputini	Tiputini		EC
TUA	Tulcan	Tulcan		EC
KDL	Kardla	Kardla		EE
URE	Kuressaare	Kuressaare		EE
EPU	Parnu	Parnu		EE
TLL	Ulemiste	Tallinn		EE
TAY	Tartu	Tartu		EE
AUE	Abu Rudeis	Abu Rudeis		EG
ABS	Abu Simbel	Abu Simbel		EG
AAC	Al Arish	Al Arish		EG
HBE	Borg El Arab	Alexandria		EG
ALY	El Nohza	Alexandria		EG
ATZ	Assiut	Assiut		EG
ASW	Aswan	Aswan		EG
CAI	Cairo	Cairo		EG
DAK	Dakhla	Dakhla Oasis		EG
EMY	El Minya	El Minya		EG
HRG	Hurghada	Hurghada		EG
UVL	Kharga	Kharga		EG
LXR	Luxor	Luxor		EG
RMF	Marsa  Alam	Marsa  Alam		EG
MUH	Mersa Matruh	Mersa Matruh		EG
PSD	Port Said	Port Said		EG
TFR	Ramadan	Ramadan		EG
SKV	Mount Sinai	Santa Katarina		EG
GSQ	Shark Elowainat	Shark Elowainat		EG
SSH	Ophira	Sharm El Sheikh		EG
SQK	Sidi Barani	Sidi Barani		EG
SEW	Siwa	Siwa		EG
TCP	Taba International	Taba		EG
ELT	Tour Sinai City	Tour Sinai City		EG
ASM	Asmara International	Asmara		ER
ASA	Assab	Assab		ER
MSW	Massawa	Massawa		ER
TES	Tessenei	Tessenei		ER
ABC	Los Llanos	Albacete		ES
AEI	Algeciras	Algeciras		ES
ALC	Alicante	Alicante		ES
LEI	Almeria	Almeria		ES
OVD	Asturias	Asturias		ES
BJZ	Talaveral La Real	Badajoz		ES
BCN	Barcelona	Barcelona		ES
BIO	Bilbao	Bilbao		ES
OZI	Bobadilla	Bobadilla		ES
CDZ	Cadiz	Cadiz		ES
CJI	Ciudad Real	Ciudad Real		ES
ODB	Cordoba	Cordoba		ES
FGR	Fuengirola	Fuengirola		ES
FUE	Fuerteventura/Puerto del Rosario	Fuerteventura/Puerto del Rosario		ES
GRO	Costa Brava	Gerona		ES
GRX	Granada	Granada		ES
HEV	Huelva	Huelva		ES
IBZ	Ibiza	Ibiza		ES
XRY	La Parra	Jerez De La Frontera		ES
LCG	La Coruna	La Coruna		ES
NDO	La Palma Del Condado	La Palma Del Condado		ES
ACE	Lanzarote	Lanzarote		ES
LPA	Arpt De Gran Canaria	Las Palmas		ES
LEN	Leon	Leon		ES
RJL	Agoncillo	Logrono		ES
MAD	Barajas	Madrid		ES
AGP	Malaga	Malaga		ES
MLN	Melilla	Melilla		ES
MAH	Menorca	Menorca		ES
OZU	Montilla	Montilla		ES
OZP	Moron	Moron		ES
MJV	San Javier	Murcia		ES
PMI	Palma Mallorca	Palma  Mallorca		ES
PNA	Pamplona	Pamplona		ES
GEN	Puente Genil	Puente Genil		ES
PXS	Puerto De Santa Maria	Puerto De Santa Maria		ES
UPC	Puerto La Cruz	Puerto La Cruz		ES
UER	Puertollano	Puertollano		ES
REU	Reus	Reus		ES
RRA	Ronda	Ronda		ES
SLM	Matacan	Salamanca		ES
FES	San Fernando	San Fernando		ES
SPO	San Pablo	San Pablo		ES
GMZ	La Gomera	San Sebas de la Gomera		ES
EAS	San Sebastian	San Sebastian		ES
SPC	La Palma	Santa Cruz De La Palma		ES
SDR	Santander	Santander		ES
SCQ	Santiago De Compostela	Santiago De Compostela		ES
LEU	Aeroport De La Seu	Seo De Urgel		ES
SVQ	Sevilla	Sevilla		ES
TFS	Sur Reina Sofia	Tenerife		ES
TCI	All airports	Tenerife		ES
TFN	Norte Los Rodeos	Tenerife		ES
UTL	Torremolinos	Torremolinos		ES
VLC	Valencia	Valencia		ES
VLL	Valladolid	Valladolid		ES
VDE	Hierro	Valverde		ES
VGO	Vigo	Vigo		ES
VIT	Vitoria.	Vitoria.		ES
ZAZ	Zaragoza	Zaragoza		ES
ADD	Bole	Addis Ababa		ET
AMH	Arba Mintch	Arba Mintch		ET
ALK	Asela	Asela		ET
ASO	Asosa	Asosa		ET
AWH	Awareh	Awareh		ET
AWA	Awassa	Awassa		ET
AXU	Axum	Axum		ET
BJR	Bahar Dar	Bahar Dar		ET
BEI	Beica	Beica		ET
